,intent,input,source,destination,output
1720,atis_flight, instead of denver can i have the same flight from toronto to sandiego but stopping in dallas fort worth,toronto,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1721,atis_flight, what are the flights from orlando to cleveland on us air that arrive around 10 pm,orlando,cleveland,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1722,atis_airfare, round trip fares from baltimore to philadelphia under 1000 dollars,baltimore,philadelphia,
1723,atis_flight, is there a united flight from baltimore to sanfrancisco on the morning of august twenty seventh,baltimore,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1724,atis_flight, i'd like a flight tomorrow from sandiego to toronto,sandiego,toronto,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1725,atis_flight, i need a flight from boston to denver,boston,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1726,atis_flight, requesting flight information for flight from boston to baltimore on tuesday,boston,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1727,atis_flight, show me flights from atlanta to washington please,atlanta,washington,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1728,atis_flight, what flights from washington dc to toronto,washington,toronto,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1729,atis_flight, what about a flight from boston to sanfrancisco stopping in denver,boston,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1730,atis_flight, show me the flights from sandiego to newark new jersey,sandiego,newark,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1731,atis_airfare, show me the cheapest fare from baltimore to dallas,baltimore,dallas,
1732,atis_flight, show me flights from dallas to pittsburgh,dallas,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1733,atis_flight, do you have a 747 that flies from sanfrancisco to baltimore,sanfrancisco,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1734,atis_flight, show me all flights from montreal,montreal,nodest,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1735,atis_flight, what flights from atlanta to toronto,atlanta,toronto,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1736,atis_flight, list the earliest flights from stpaul to houston,stpaul,houston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1737,atis_flight, show me some information on making a reservation from philadelphia to denver on sunday,philadelphia,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1738,atis_flight, leave flight from boston to atlanta leave boston approximately 1 pm,boston,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1739,atis_airfare, i'd like the cheapest one way fare from boston to atlanta please,boston,atlanta,
1740,atis_flight, give me flights that arrive in baltimore from denver,denver,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1741,atis_flight_time, when does continental fly from philadelphia to denver on sundays,philadelphia,denver,
1742,atis_flight, what flights from philadelphia to atlanta,philadelphia,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1743,atis_flight_time, what time are the flights from baltimore to sanfrancisco,baltimore,sanfrancisco,
1744,atis_flight, what flights are available tomorrow from denver to philadelphia,denver,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1745,atis_flight, show me the flights from dallas to atlanta,dallas,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1746,atis_flight, show me all flights from denver to sanfrancisco next wednesday which leave after noon,denver,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1747,atis_flight, list all flights leaving denver on continental on sunday,denver,nodest,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1748,atis_flight, show me flights from baltimore to philadelphia,baltimore,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1749,atis_flight, show me flights from denver to philadelphia,denver,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1750,atis_flight, what are your flights from denver to baltimore,denver,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1751,atis_flight, please list all flights leaving on thursday morning from newyork city to toronto,newyork,toronto,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1752,atis_flight, please list the cheapest flight from dallas to baltimore arriving on may seventh,dallas,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1753,atis_aircraft, i'm traveling from boston to atlanta and i'd like to go sometime after 5 pm but i want to know what kind of airplane it's on,boston,atlanta,
1754,atis_flight, show me the cheapest flights from sanfrancisco to boston,sanfrancisco,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1755,atis_flight, please list the flights from phoenix to sandiego,phoenix,sandiego,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1756,atis_airfare, i need fare information from denver to pittsburgh,denver,pittsburgh,
1757,atis_airline, please show me airlines with flights from boston to denver,boston,denver,
1758,atis_flight, what flights are available from pittsburgh to boston on wednesday of next week,pittsburgh,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1759,atis_airfare, can you show me the economy fare flights from baltimore to dallas,baltimore,dallas,
1760,atis_flight, information on first class round trip from pittsburgh to sanfrancisco,pittsburgh,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1761,atis_flight, list all flights on continental from denver to chicago which depart after 934 pm,denver,chicago,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1762,atis_flight, list all flights from boston to sanfrancisco with more than 3 stops,boston,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1763,atis_airfare, what is the cost of united airlines flight 415 from chicago to kansas city thursday night,chicago,kansas,
1764,atis_flight_time, please give me the flight times the morning on united airlines for september twentieth from philadelphia to sanfrancisco,philadelphia,sanfrancisco,
1765,atis_flight, continental airlines on saturday from chicago to seattle,chicago,seattle,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1766,atis_flight, i would like a flight from boston to sanfrancisco on august seventeenth,boston,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1767,atis_flight, give me a flight from philadelphia to denver on sunday,philadelphia,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1768,atis_flight, show me flights from pittsburgh to losangeles thursday evening,pittsburgh,losangeles,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1769,atis_flight, please list all flights from philadelphia to boston,philadelphia,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1770,atis_flight, list all nonstop flights on tuesday before noon from charlotte to baltimore,charlotte,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1771,atis_flight, flying from pittsburgh to philadelphia on us air,pittsburgh,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1772,atis_flight, i want a flight that leaves thursday around 7 pm from chicago to kansas city,chicago,kansas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1773,atis_flight, show me the flights from baltimore to atlanta,baltimore,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1774,atis_flight, also show me all flights from oakland to denver,oakland,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1775,atis_flight_time, what's the schedule of flights from atlanta to boston on august first,atlanta,boston,
1776,atis_flight, give me a list of the morning flights from atlanta to boston,atlanta,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1777,atis_flight, please list the flights from denver to phoenix,denver,phoenix,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1778,atis_airfare, show me prices and times for first class travel from baltimore to dallas next summer,baltimore,dallas,
1779,atis_flight, show the flights from milwaukee to orlando on a thursday morning,milwaukee,orlando,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1780,atis_airfare, what are the cost of morning flights from atlanta to baltimore,atlanta,baltimore,
1781,atis_flight, show me the last flight from denver to boston,denver,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1782,atis_flight, can you tell me the afternoon nonstop flights departing from atlanta to boston,atlanta,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1783,atis_flight, show me one way flights from tampa to stlouis departing before 10 am,tampa,stlouis,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1784,atis_flight, show me the first class flights from denver to baltimore,denver,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1785,atis_flight, what flights go from denver to sanfrancisco,denver,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1786,atis_flight, what is the coach economy class night service from boston to sanfrancisco,boston,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1787,atis_flight, which flights go from philadelphia to sanfrancisco,philadelphia,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1788,atis_flight, i want a flight on twa from boston to sanfrancisco,boston,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1789,atis_flight, please show me flights from philadelphia to baltimore between 10 am and 2 pm,philadelphia,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1790,atis_flight, also show me the first flight from atlanta to denver on a thursday,atlanta,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1791,atis_flight, now i need a flight from detroit to sandiego leaving tuesday evening,detroit,sandiego,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1792,atis_flight, is breakfast served on flight ua 343 from boston to denver coach class,boston,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1793,atis_flight, list the cheapest flight from charlotte to memphis,charlotte,memphis,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1794,atis_flight, i want a flight on continental from boston to sanfrancisco,boston,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1795,atis_flight, i'd like to go from boston to sanfrancisco stopping in pittsburgh,boston,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1796,atis_flight, find the earliest breakfast flight from boston to oakland,boston,oakland,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1797,atis_flight, what is the cheapest flight flying from boston to atlanta before 8,boston,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1798,atis_flight, show me the earliest flight on thursday from atlanta to washington,atlanta,washington,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1799,atis_flight, what is the most expensive flight from dallas to baltimore,dallas,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1800,atis_flight, is there a flight from pittsburgh to baltimore that arrives between 6 and 7 pm,pittsburgh,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1801,atis_flight, what is the earliest flight from boston to washington,boston,washington,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1802,atis_airfare, what are the coach fares for flights from charlotte to newark tuesday evening,charlotte,newark,
1803,atis_flight, what's the cheapest flight from atlanta to baltimore,atlanta,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1804,atis_flight, give me flights that arrive in baltimore from atlanta,atlanta,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1805,atis_flight, flight from dallas to oakland california on monday,dallas,oakland,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1806,atis_flight, i would like a flight from baltimore to sanfrancisco on twa with a stop in denver,baltimore,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1807,atis_airfare, i would like the cheapest one way fare from dallas to denver,dallas,denver,
1808,atis_airfare, show me fares from dallas to baltimore that cost less than 300 dollars,dallas,baltimore,
1809,atis_airfare, how much does flight ua 281 from boston to denver cost,boston,denver,
1810,atis_flight, show me flights from atlanta to baltimore,atlanta,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1811,atis_flight, list flights from sanjose to houston next sunday,sanjose,houston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1812,atis_flight, show me the least expensive flight from miami to newyork on a sunday with first class fare,miami,newyork,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1813,atis_flight, show me flights from sanfrancisco to denver,sanfrancisco,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1814,atis_flight, what is the earliest flight from boston to denver,boston,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1815,atis_flight, i would like an early morning flight from chicago into seattle on continental airlines,chicago,nodest,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1816,atis_flight, give me a flight from tampa to charlotte on sunday,tampa,charlotte,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1817,atis_flight, show me the flights from boston to pittsburgh on wednesday or thursday,boston,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1818,atis_flight, i want a flight from atlanta to washington that leaves after 3 pm,atlanta,washington,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1819,atis_flight, i need information on flights leaving dallas arriving in boston leaving dallas early in the morning,dallas,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1820,atis_flight, show me the one way flights from detroit to westchester county,detroit,westchester,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1821,atis_flight, show me all flights that arrive in philadelphia from baltimore denver or pittsburgh,baltimore,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1822,atis_flight, show me the flights from boston to philadelphia,boston,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1823,atis_flight_time, i would like the time your earliest flight from washington to philadelphia,washington,philadelphia,
1824,atis_flight, flights from oakland to sanfrancisco on january twenty first 1992,oakland,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1825,atis_flight, what are the cheapest one way flights from atlanta to pittsburgh,atlanta,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1826,atis_flight, what are the flights from boston to denver on tuesday october fifteenth,boston,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1827,atis_flight, i need a flight from newark to losangeles leaving tomorrow evening,newark,losangeles,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1828,atis_flight, show me all the flights that go from baltimore to seattle,baltimore,seattle,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1829,atis_flight, show me all flights from atlanta to denver which leave after 5 o'clock pm the day after tomorrow,atlanta,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1830,atis_airfare, can you show me the price of a flight to washington from atlanta on thursday morning,atlanta,washington,
1831,atis_flight, please show me the return flights from miami to newyork,miami,newyork,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1832,atis_flight, what is the first flight arriving in montreal from toronto friday,toronto,montreal,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1833,atis_flight, what are the flights from baltimore to dallas on sunday night,baltimore,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1834,atis_flight, what flights from stpaul to kansas city on friday with lunch served,stpaul,kansas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1835,atis_airfare, what is the fare from atlanta to boston on coach one way,atlanta,boston,
1836,atis_flight, show me all flights from sanfrancisco to boston philadelphia or baltimore,sanfrancisco,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1837,atis_flight, which flights leaving baltimore to dallas on monday afternoon have economic class,baltimore,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1838,atis_flight, list flights from atlanta to boston on wednesday afternoon and thursday morning,atlanta,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1839,atis_flight, i need a flight from logan to atlanta this afternoon,logan,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1840,atis_flight, flights that go from oakland to philadelphia on friday,oakland,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1841,atis_flight, tell me about flights leaving from atlanta and going to charlotte north carolina next monday i need to know about flights that arrive in charlotte between 415 and 530 pm,atlanta,charlotte,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1842,atis_flight, what flights from atlanta to toronto,atlanta,toronto,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1843,atis_flight, i'd like to go from boston to sanfrancisco with a stop in dallas,boston,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1844,atis_flight, show me all flights from sandiego to miami with a stop in denver,sandiego,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1845,atis_flight, is there an afternoon flight from charlotte to minneapolis around 2 pm,charlotte,minneapolis,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1846,atis_flight, show me the continental flights leaving chicago early saturday morning,chicago,nodest,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1847,atis_flight, show flights from pittsburgh into sanfrancisco,pittsburgh,nodest,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1848,atis_flight, information on flights from denver to philadelphia,denver,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1849,atis_flight, what is the earliest american airlines flight leaving philadelphia for dallas,philadelphia,nodest,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1850,atis_airline, does any airline have an early afternoon flight from boston to pittsburgh,boston,pittsburgh,
1851,atis_flight, display all flights from dallas to boston on july thirtieth,dallas,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1852,atis_flight, list nonstop flights from houston to dallas which arrive after 8 pm,houston,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1853,atis_flight, i need to go to sandiego from toronto but i want to stopover in denver,toronto,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1854,atis_flight, show me the morning flights from boston to philadelphia,boston,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1855,atis_flight, an early flight on wednesday morning from baltimore to newark,baltimore,newark,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1856,atis_flight, what flights from washington to toronto,washington,toronto,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1857,atis_flight, find a flight from charlotte to las vegas that stop in stlouis that serve dinner and i want to find the airline for this flight,charlotte,stlouis,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1858,atis_flight, what's the earliest flight from sanjose to houston,sanjose,houston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1859,atis_airfare, how much does flight dl 402 from denver to philadelphia cost,denver,philadelphia,
1860,atis_airline, show me airlines with flights from pittsburgh to boston please,pittsburgh,boston,
1861,atis_flight, first class from detroit to stpetersburg,detroit,stpetersburg,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1862,atis_flight, find the earliest flight from boston to sanfrancisco that serves a meal,boston,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1863,atis_flight, find travel arrangements for a round trip flight from dallas to pittsburgh,dallas,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1864,atis_flight, show me flights from milwaukee to orlando on wednesday night or thursday morning,milwaukee,orlando,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1865,atis_flight, list all flights leaving denver on continental on sunday after 2134,denver,nodest,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1866,atis_flight, listing of all first class flights from washington to sanfrancisco,washington,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1867,atis_flight, show me the flights on friday from newark to tampa,newark,tampa,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1868,atis_flight, flights from pittsburgh to baltimore between 10 am and 2 pm,pittsburgh,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1869,atis_flight_time, what is the schedule of flights from boston to denver next monday,boston,denver,
1870,atis_flight, show me all direct flights from sanfrancisco to boston departing before noon,sanfrancisco,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1871,atis_flight, show me the cheapest flight on june fourteenth arriving in baltimore starting from dallas,dallas,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1872,atis_flight, i need a flight from sanfrancisco to boston that leaves after 7 am,sanfrancisco,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1873,atis_flight, from philadelphia to toronto,philadelphia,toronto,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1874,atis_airfare, what is the cheapest fare from washington to sanfrancisco,washington,sanfrancisco,
1875,atis_flight, what is the first flight from boston to atlanta,boston,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1876,atis_flight, please give me flight schedules from baltimore to philadelphia,baltimore,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1877,atis_flight, from losangeles to phoenix on a friday,losangeles,phoenix,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1878,atis_flight, all flights from boston to washington dc on november eleventh,boston,washington,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1879,atis_flight, could you please find me a nonstop flight from atlanta to baltimore on a boeing 757 arriving at 7 pm,atlanta,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1880,atis_flight, what flights are available from atlanta to oakland with one way economy fares,atlanta,oakland,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1881,atis_flight, do you have a flight from atlanta to boston that will stop in washington,atlanta,washington,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1882,atis_flight, show me the united flights from denver to baltimore,denver,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1883,atis_flight, list the flights from newyork to miami on a tuesday which are nonstop and cost less than 466 dollars,newyork,miami,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1884,atis_flight, what flights do you have leaving denver and arriving in sanfrancisco,denver,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1885,atis_airline, what airlines fly from philadelphia to sanfrancisco,philadelphia,sanfrancisco,
1886,atis_flight, i would like a flight on continental airlines on august twentieth from washington to pittsburgh,washington,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1887,atis_flight, show me the dinner flights from baltimore to oakland,baltimore,oakland,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1888,atis_flight, show me the last flight on wednesday from atlanta to denver,atlanta,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1889,atis_airfare, how much is the cheapest flight from denver to pittsburgh with a stop in atlanta,denver,atlanta,
1890,atis_flight, what are connecting flights from chicago to seattle on june first,chicago,seattle,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1891,atis_flight, what flights go from boston to dallas,boston,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1892,atis_airfare, can you show me what fares are available from oakland to dallas on december sixteenth one way only,oakland,dallas,
1893,atis_airfare, show me the round trip tickets from baltimore to atlanta,baltimore,atlanta,
1894,atis_flight, please show me the flights from denver to baltimore between 10 am and 2 pm,denver,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1895,atis_flight, i need a late flight from sanfrancisco to boston on wednesday,sanfrancisco,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1896,atis_flight, i need a flight from baltimore to dallas tomorrow morning,baltimore,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1897,atis_flight, what're the cheapest nonstop flights from newyork to miami one way,newyork,miami,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1898,atis_flight, list all flights from orlando to kansas city then to minneapolis,orlando,kansas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1899,atis_flight, show me the flights from sanfrancisco to boston,sanfrancisco,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1900,atis_flight, what are the flights from pittsburgh to denver,pittsburgh,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1901,atis_flight, show me all flights from pittsburgh to baltimore on thursday,pittsburgh,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1902,atis_flight, show me the flights from baltimore to boston,baltimore,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1903,atis_flight, flights from pittsburgh to newark,pittsburgh,newark,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1904,atis_flight, what flight from boston to atlanta arrives earliest in atlanta,boston,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1905,atis_flight, can you list all flights leaving from stlouis and arriving in milwaukee,stlouis,milwaukee,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1906,atis_flight, show me flights from atlanta to washington dc leaving on thursday,atlanta,washington,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1907,atis_flight, show me all flights from sanfrancisco to boston philadelphia or baltimore,sanfrancisco,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1908,atis_flight, do you have a night flight from washington to boston on august twenty seventh,washington,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1909,atis_flight, show me all flights from sandiego to dulles on boeing 767,sandiego,dulles,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1910,atis_flight, what are the flights from boston to philadelphia,boston,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1911,atis_flight, i'd like a cheap flight from dallas to baltimore on january first,dallas,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1912,atis_airfare, round trip fares from denver to philadelphia under 1000 dollars and pittsburgh to philadelphia under 1000 dollars,denver,philadelphia,
1913,atis_flight, show me the flights from miami to sandiego with one stop in denver,miami,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1914,atis_flight, tell me the last flight from atlanta to philadelphia,atlanta,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1915,atis_flight, what are the flights from boston to orlando,boston,orlando,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1916,atis_flight, i need a flight from baltimore to seattle that stops in minneapolis,baltimore,minneapolis,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1917,atis_flight, what is the latest return flight from atlanta to boston,atlanta,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1918,atis_flight, is there a round trip flight from atlanta to dallas via denver,atlanta,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1919,atis_flight, show me the flights before 8 am on august second from boston to denver on delta,boston,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
1920,atis_flight, what flights are there from baltimore to newark,baltimore,newark,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
